Song,Lyrics
Worst Behavior,"In this track, Drake discusses the transition from a childhood without a father to the top rapper in the game."
Worst Behavior,"In the first verse, Drake claims “mothafuckas never loved us”, a stark contrast from later in… "
Worst Behavior,Read More
Worst Behavior, 
Worst Behavior,Worst—
Worst Behavior,Motherfucker never loved us
Worst Behavior,Fucker never loved us
Worst Behavior,"You ain't know, now you know now"
Worst Behavior,"Still at it, scrub Js with a toothbrush"
Worst Behavior,"Shit, niggas still playing my old shit"
Worst Behavior,But your shit is like the police askin' us questions
Worst Behavior,"Nigga, we don't know shit"
Worst Behavior,"Flexin'—nigga, I'm just flexin'"
Worst Behavior,Nigga never loved us
Worst Behavior,Do it look like we stressin'?
Worst Behavior,"Look at you, look at you and look at you"
Worst Behavior,"Aww, I'm glad that they chose us"
Worst Behavior,"'Cause, man, it's a mission"
Worst Behavior,"Tryna fight to the finish just to see, am I finished?"
Worst Behavior,"On my worst behavior, no?"
Worst Behavior,They used to never want to hear us
Worst Behavior,Remember? Motherfucker never loved us
Worst Behavior,Remember? Motherfucker
Worst Behavior,Remember? Motherfucker never loved us
Worst Behavior,I'm on my worst behavior
Worst Behavior,Don't you ever get it fucked up
Worst Behavior,Motherfuckers never loved us
Worst Behavior,"Man, motherfuckers never loved us"
Worst Behavior,Worst behavior
Worst Behavior,Motherfuckers never loved us
Worst Behavior,Fucker never loved us
Worst Behavior,Worst behavior
Worst Behavior,"Hold up, hold my phone"
Worst Behavior,Motherfuckers never loved us
Worst Behavior,Fucker never loved us
Worst Behavior,Now you want to roll one
Worst Behavior,Motherfucker never loved us
Worst Behavior,"So everywhere we go now, full cup"
Worst Behavior,"Always hated the boy, but now the boy is the man"
Worst Behavior,"Motherfucker, I done growed up"
Worst Behavior,You know me? You know me?
Worst Behavior,I'm liable to do anything when it comes to that you owe me
Worst Behavior,"You owe me, you owe me"
Worst Behavior,"Bitch, you better have my money when I come for that shit like O.D.B"
Worst Behavior,"On my worst behavior, no?"
Worst Behavior,They used to never want to hear us
Worst Behavior,Remember? Motherfucker never loved us
Worst Behavior,Remember? Motherfucker
Worst Behavior,Remember? Motherfucker never loved us
Worst Behavior,I'm on my worst behavior
Worst Behavior,Don't you ever get it fucked up
Worst Behavior,Motherfuckers never loved us
Worst Behavior,"Man, motherfuckers never loved us"
Worst Behavior,Worst behavior
Worst Behavior,Mothafuckers never loved us
Worst Behavior,Fucker never loved us
Worst Behavior,Worst behavior
Worst Behavior,"Who's hot, who not?"
Worst Behavior,"Tell me, who rock, who sell out in stores?"
Worst Behavior,"You tell me who flop, who copped the new drop"
Worst Behavior,Whose jewels got rocks
Worst Behavior,"Who else making rap albums, doing numbers like it's pop?"
Worst Behavior,"Same old pimp, "
Worst Behavior,"Drake, you know ain't nothin' changed"
Worst Behavior,"With these funny style niggas, we done put on in the game"
Worst Behavior,I just ask for some blessings at my grandmother's grave
Worst Behavior,"Then it's back to L.A., "
Worst Behavior,"open the mail, starin' at the check"
Worst Behavior,"Enough to make you throw up, man, it's gross what I net"
Worst Behavior,"I'm with my whole set, tennis matches at the crib"
Worst Behavior,I swear I could beat Serena when she playin' with her left
Worst Behavior,"Oh, where I reside it look like a resort inside"
Worst Behavior,"Nigga, where your shit from? I imported mine"
Worst Behavior,Bar mitzvah money like my last name Mordecai
Worst Behavior,"Fuck you, bitch, I'm more than high"
Worst Behavior,My momma probably hear that and be mortified
Worst Behavior,This ain't the son you raised who used to take the Acura
Worst Behavior,5 a.m. then go and shoot 
Worst Behavior,Degrassi
Worst Behavior, up on Morningside
Worst Behavior,"For all the stuntin', I'll forever be immortalized"
Worst Behavior,"Yeah, back and forth across the borderline"
Worst Behavior,"Hate to leave the city, but I've got to do the overtime"
Worst Behavior,"Gone all the time, even the important times"
Worst Behavior,I should let you know ahead I'm comin' back on my worst behavior
Worst Behavior,Remember?
Worst Behavior,Remember? Motherfucker
Worst Behavior,Remember?
Worst Behavior,"Hold up, hold my phone"
Worst Behavior,They used to never want to hear us
Worst Behavior,Remember? Motherfucker never loved us
Worst Behavior,Remember? Motherfucker
Worst Behavior,Remember? Worst behavior
Summer Sixteen,382 Contributors
Summer Sixteen,Summer Sixteen Lyrics
Summer Sixteen,"Looking, looking, looking"
Summer Sixteen,"Looking, looking, looking"
Summer Sixteen,"Looking, looking"
Summer Sixteen,Looking
Summer Sixteen,Looking
Summer Sixteen,Looking for revenge
Summer Sixteen,All summer sixteen
Summer Sixteen,All summer sixteen
Summer Sixteen,Playing dirty not clean
Summer Sixteen,Out in front of Four Seasons
Summer Sixteen,Looking like a damn football team
Summer Sixteen,All in the same thing
Summer Sixteen,All repping one thing
Summer Sixteen,Looking for revenge
Summer Sixteen,To do what you couldn't do
Summer Sixteen,Tell Obama that my verses are just like the whips that he in
Summer Sixteen,They bulletproof
Summer Sixteen,Minus twenty we in Pitfield
Summer Sixteen,That Kai's kitchen in a Canada Goose
Summer Sixteen,Famous as fuck but I’m still in the cut when they round up the troops
Summer Sixteen,"I’m just a sicko, a real sicko when you get to know me, nigga"
Summer Sixteen,"I let the diss record drop, you was staying right below me, nigga"
Summer Sixteen,"We must have played it a hundred times, you was going to bed"
Summer Sixteen,Why would I put on a vest? I expect you to aim for the head
Summer Sixteen,I coulda killed you the first time
Summer Sixteen,"You don’t have to try and say it louder, nigga"
Summer Sixteen,"Trust, we heard you the first time"
Summer Sixteen,It’s nothing personal I would have done it to anyone
Summer Sixteen,And I blame where I came from
Summer Sixteen,And I blame all my day ones
Summer Sixteen,You know Chubbs like Draymond
Summer Sixteen,You better off not saying nothing
Summer Sixteen,Them boys they a handful
Summer Sixteen,Then I hit ‘em with the Hotline
Summer Sixteen,Chris Breezy with the dance moves
Summer Sixteen,Mo-G with the dance moves
Summer Sixteen,Ave Boy with the dance moves
Summer Sixteen,Jimi Hendrix with the solo
Summer Sixteen,Those are strings that you can’t pull
Summer Sixteen,"Yeah, and I could really dish it out"
Summer Sixteen,Come and get it from the source
Summer Sixteen,Fuck with all the word of mouth
Summer Sixteen,Golden State running practice at my house
Summer Sixteen,"Nigga, what am I about?"
Summer Sixteen,You gon’ really feel it now
Summer Sixteen,I’m out here…
Summer Sixteen,Looking for revenge
Summer Sixteen,All summer sixteen
Summer Sixteen,All summer sixteen
Summer Sixteen,Playing dirty not clean
Summer Sixteen,Out in front of Four Seasons
Summer Sixteen,Looking like a damn football team
Summer Sixteen,All repping one thing
Summer Sixteen,Looking for revenge
Summer Sixteen,All you boys in the new Toronto want to be me a little
Summer Sixteen,All your exes know I like my O’s with a V in the middle
Summer Sixteen,You would love it if I went away or didn’t say nothing else
Summer Sixteen,How am I keeping it real by keeping this shit to myself?
Summer Sixteen,"You was never gang, gang, gang, gang, you was never one of us"
Summer Sixteen,"Had us fooled for a minute there, now we done all grown up"
Summer Sixteen,"But I’m better off anyway, y’all never gon’ finish Drake"
Summer Sixteen,Say you seeing ‘bout it when you see me man y’all never home anyway
Summer Sixteen,"Thought of things that you shoulda said, said things that you shouldn’t say"
Summer Sixteen,We even gave y'all the whole money play and y'all broke to this day
Summer Sixteen,"“Oh it’s your time now” yeah, that’s what everybody say"
Summer Sixteen,I used to wanna be on Roc-A-Fella then I turned into Jay
Summer Sixteen,"Now I got a house in LA, now I got a bigger pool than Ye"
Summer Sixteen,"And look man, Ye’s pool is nice, mine's just bigger's what I’m saying"
Summer Sixteen,I’m that nigga’s what I’m saying
Summer Sixteen,Getting things done around here
Summer Sixteen,How you let me run it down here?
Summer Sixteen,I’m not even from around here
Summer Sixteen,"Six, six, six, six, six, soon as I’m back in the city they throw a parade"
Summer Sixteen,I might get a key to the city and give it to Wayne
Summer Sixteen,Or give it to one of the young boys to carry the wave
Summer Sixteen,"Yeah, so trust me, they’ll be out here…"
Summer Sixteen,Looking for revenge
Summer Sixteen,All summer sixteen
Summer Sixteen,All summer sixteen
Summer Sixteen,Playing dirty not clean
Summer Sixteen,Out in front of Four Seasons
Summer Sixteen,Looking like a damn football team
Summer Sixteen,All repping one thing
Summer Sixteen,Looking for...
Summer Sixteen,They don’t want us to have a bigger pool than Kanye
The Language,161 Contributors
The Language,Translations
The Language,Português
The Language,Français
The Language,The Language Lyrics
The Language,Yeah
The Language,"Yeah, yeah"
The Language,"Yeah, yeah"
The Language,"Yeah, yeah"
The Language,"Yeah, yeah"
The Language,"Look, look"
The Language,"I don't know why they been lyin', but your shit is not that inspirin'"
The Language,Bank account statement just look like I'm ready for early retirement
The Language,Fuck any nigga that's talking that shit just to get a reaction
The Language,"Fuck going platinum, I look at my wrist and it's already platinum"
The Language,I am the kid with the motor mouth
The Language,I am the one you should worry 'bout
The Language,I don't know who you're referring to
The Language,Who is this nigga you heard about?
The Language,Someone just talking that bullshit
The Language,"Man, someone just gave you the run-around"
The Language,Niggas downplayin' the money
The Language,But that's what you do when the money down
The Language,I don't waste time puttin' money down
The Language,I just go straight to who got it and buy it in cash
The Language,Pussy so good that you gotta come see me on tour
The Language,And you gotta fly in first class
The Language,This has been years in the makin'
The Language,"It's all for the city, they know I come right every summer"
The Language,"Cash Money Records forever, I'm always big timin'"
The Language,"Bitch, I came up right under Stunna, you know it"
The Language,"Jealousy in the air tonight, I could tell"
The Language,"I will never understand that, but, oh well"
The Language,"Been ready, it's real, I don't know about you"
The Language,She just want to smoke and fuck
The Language,"I said, ""Girl, that's all that we do"""
The Language,"Okay, now you're talkin' my language"
The Language,Now you're talkin' my language
The Language,Now you're talkin' my language
The Language,Now you're talkin' my language
The Language,"Been ready, it's real, I don't know about you"
The Language,She just want to smoke and fuck
The Language,"I said, ""Girl, that's all that we do"""
The Language,I'm 'bout to roll one and light it
The Language,"And, fuck it, man, no one's invited"
The Language,I got to kill off the weak shit that's got all you niggas excited
The Language,"I can't even listen, you wildin'"
The Language,I'd much rather sit here in silence
The Language,I send all my money to banks in the islands
The Language,"And eat with Italians, I do"
The Language,People are funny
The Language,You don't even know 'bout the shit that I been through
The Language,I just want some head in a comfortable bed
The Language,It could all be so simple
The Language,Talkin' that shit with your back to me
The Language,Just know it always get back to me
The Language,Come get your girl
The Language,She been here for three days and she way too attached to me
The Language,Hate when they get too attached to me
The Language,I got to get on the bus and get back on the road
The Language,Get what I can out the country
The Language,And then I just get on the jet and go back to the cold
The Language,Can't even drive with the top off
The Language,"Been workin' so hard on the album, I missed the whole summer"
The Language,I just might bring in some girls from Miami to heat up the city
The Language,"And that's word to Stunna, you know it"
The Language,"Jealousy in the air tonight, I could tell"
The Language,"I will never understand that, but, oh well"
